client_id,anciennete_mois,type_contrat,montant_mensuel,methode_paiement,reclamations,churn
SEN-1450,11,Mensuel,36800.0,Prélèvement,2,Oui
SEN-1451,2,Mensuel,17900.0,Wave,4,Oui
SEN-1452,55,1 an,35600.0,Wave,1,Non
SEN-1453,43,2 ans,10700.0,Wave,2,Non
SEN-1454,22,2 ans,31300.0,Wave,1,Non
SEN-1455,5,1 an,30700.0,Wave,3,Oui
SEN-1456,16,Mensuel,6000.0,Orange Money,3,Oui
SEN-1457,6,Mensuel,36500.0,Carte Bdf,5,Oui
SEN-1458,36,2 ans,41100.0,Carte Bdf,1,Non
SEN-1459,33,1 an,15700.0,Carte Bdf,2,Non
SEN-1460,39,2 ans,37500.0,Prélèvement,0,Non
SEN-1461,40,2 ans,8300.0,Orange Money,2,Non
SEN-1462,13,Mensuel,29000.0,Carte Bdf,5,Oui
SEN-1463,17,Mensuel,24400.0,Prélèvement,2,Oui
SEN-1464,13,1 an,26800.0,Orange Money,2,Non
SEN-1465,40,1 an,42000.0,Orange Money,1,Non
SEN-1466,32,2 ans,39900.0,Prélèvement,1,Non
SEN-1467,26,Mensuel,36400.0,Orange Money,2,Non
SEN-1468,2,1 an,15900.0,Prélèvement,3,Oui
SEN-1469,38,1 an,41500.0,Carte Bdf,1,Non
SEN-1470,61,1 an,8900.0,Prélèvement,2,Non
SEN-1471,42,1 an,39100.0,Orange Money,1,Non
SEN-1472,1,Mensuel,18100.0,Carte Bdf,3,Oui
SEN-1473,62,2 ans,7200.0,Carte Bdf,0,Non
SEN-1474,34,2 ans,31800.0,Wave,1,Non
SEN-1475,8,Mensuel,14300.0,Wave,4,Oui
SEN-1476,1,1 an,14700.0,Orange Money,2,Oui
SEN-1477,16,Mensuel,17200.0,Prélèvement,5,Oui
SEN-1478,9,Mensuel,7500.0,Prélèvement,5,Oui
SEN-1479,13,Mensuel,12100.0,Orange Money,3,Oui
SEN-1480,11,Mensuel,5200.0,Carte Bdf,2,Oui
SEN-1481,44,1 an,22800.0,Orange Money,2,Non
SEN-1482,67,1 an,8400.0,Orange Money,2,Non
SEN-1483,14,2 ans,32300.0,Carte Bdf,1,Non
SEN-1484,6,Mensuel,14400.0,Prélèvement,3,Oui
SEN-1485,30,2 ans,42700.0,Orange Money,2,Non
SEN-1486,34,2 ans,39900.0,Prélèvement,2,Non
SEN-1487,40,2 ans,16600.0,Orange Money,0,Non
SEN-1488,41,1 an,36300.0,Carte Bdf,0,Non
SEN-1489,50,Mensuel,37100.0,Carte Bdf,0,Non
SEN-1490,10,1 an,44500.0,Wave,3,Oui
SEN-1491,11,Mensuel,28900.0,Carte Bdf,4,Oui
SEN-1492,7,Mensuel,8300.0,Wave,5,Oui
SEN-1493,48,2 ans,30900.0,Orange Money,2,Non
SEN-1494,58,1 an,30000.0,Prélèvement,0,Non
SEN-1495,19,2 ans,30500.0,Carte Bdf,0,Non
SEN-1496,53,2 ans,17300.0,Carte Bdf,0,Non
SEN-1497,69,1 an,39400.0,Carte Bdf,0,Non
SEN-1498,7,Mensuel,43400.0,Orange Money,5,Oui
SEN-1499,2,Mensuel,13700.0,Wave,4,Oui
SEN-1500,13,1 an,8500.0,Orange Money,5,Oui
SEN-1501,55,2 ans,12800.0,Prélèvement,2,Non
SEN-1502,16,Mensuel,37800.0,Orange Money,1,Non
SEN-1503,9,Mensuel,32100.0,Prélèvement,2,Oui
SEN-1504,17,Mensuel,30400.0,Carte Bdf,2,Oui
SEN-1505,8,Mensuel,21100.0,Prélèvement,2,Oui
SEN-1506,2,1 an,28100.0,Prélèvement,3,Oui
SEN-1507,46,2 ans,17300.0,Wave,0,Non
SEN-1508,3,Mensuel,24100.0,Prélèvement,4,Oui
SEN-1509,16,Mensuel,36700.0,Prélèvement,4,Oui
SEN-1510,45,1 an,44200.0,Orange Money,2,Non
SEN-1511,7,Mensuel,42300.0,Carte Bdf,4,Oui
SEN-1512,36,2 ans,42400.0,Orange Money,2,Non
SEN-1513,21,2 ans,21100.0,Orange Money,2,Non
SEN-1514,32,2 ans,23800.0,Carte Bdf,0,Non
SEN-1515,15,Mensuel,33200.0,Carte Bdf,2,Oui
SEN-1516,50,1 an,41900.0,Prélèvement,2,Non
SEN-1517,38,1 an,10700.0,Prélèvement,2,Non
SEN-1518,4,Mensuel,17200.0,Wave,3,Oui
SEN-1519,13,2 ans,10600.0,Orange Money,0,Non
SEN-1520,52,2 ans,29500.0,Carte Bdf,2,Non
SEN-1521,12,Mensuel,17300.0,Prélèvement,3,Oui
SEN-1522,17,Mensuel,18000.0,Carte Bdf,4,Oui
SEN-1523,20,2 ans,7800.0,Prélèvement,2,Non
SEN-1524,63,2 ans,19000.0,Wave,2,Non
SEN-1525,14,Mensuel,39500.0,Wave,5,Oui
SEN-1526,15,Mensuel,14300.0,Carte Bdf,4,Oui
SEN-1527,53,1 an,32800.0,Wave,1,Non
SEN-1528,4,Mensuel,30200.0,Carte Bdf,4,Oui
SEN-1529,69,1 an,39500.0,Prélèvement,2,Non
SEN-1530,12,1 an,10300.0,Orange Money,5,Oui
SEN-1531,23,2 ans,44100.0,Wave,2,Non
SEN-1532,11,Mensuel,28300.0,Prélèvement,4,Oui
SEN-1533,25,2 ans,44800.0,Orange Money,0,Non
SEN-1534,6,Mensuel,41500.0,Orange Money,3,Oui
SEN-1535,68,1 an,13900.0,Orange Money,1,Non
SEN-1536,45,2 ans,7200.0,Prélèvement,2,Non
SEN-1537,64,1 an,15200.0,Prélèvement,2,Non
SEN-1538,2,Mensuel,26100.0,Carte Bdf,5,Oui
SEN-1539,31,1 an,11900.0,Orange Money,1,Non
SEN-1540,22,1 an,11700.0,Orange Money,0,Non
SEN-1541,27,1 an,23500.0,Orange Money,2,Non
SEN-1542,62,1 an,6300.0,Carte Bdf,0,Non
SEN-1543,42,1 an,9900.0,Orange Money,0,Non
SEN-1544,66,Mensuel,21600.0,Prélèvement,0,Non
SEN-1545,9,Mensuel,7500.0,Orange Money,2,Oui
SEN-1546,7,Mensuel,20900.0,Wave,2,Oui
SEN-1547,15,Mensuel,24000.0,Prélèvement,4,Oui
SEN-1548,11,1 an,23100.0,Carte Bdf,5,Oui
SEN-1549,69,1 an,39800.0,Orange Money,0,Non
SEN-1550,15,2 ans,26200.0,Wave,0,Non
SEN-1551,58,1 an,23700.0,Carte Bdf,1,Non
SEN-1552,11,Mensuel,21400.0,Carte Bdf,5,Oui
SEN-1553,31,1 an,37700.0,Prélèvement,1,Non
SEN-1554,17,Mensuel,40800.0,Carte Bdf,2,Oui
SEN-1555,12,Mensuel,39100.0,Carte Bdf,3,Oui
SEN-1556,65,1 an,31900.0,Carte Bdf,0,Non
SEN-1557,46,2 ans,10500.0,Carte Bdf,1,Non
SEN-1558,37,1 an,16100.0,Orange Money,2,Non
SEN-1559,48,1 an,6800.0,Orange Money,0,Non
SEN-1560,49,1 an,42200.0,Orange Money,2,Non
SEN-1561,3,Mensuel,31400.0,Orange Money,4,Oui
SEN-1562,1,Mensuel,34900.0,Wave,3,Oui
SEN-1563,6,Mensuel,17500.0,Orange Money,5,Oui
SEN-1564,50,1 an,38800.0,Carte Bdf,0,Non
SEN-1565,32,2 ans,15400.0,Orange Money,2,Non
SEN-1566,3,Mensuel,5100.0,Orange Money,3,Oui
SEN-1567,49,2 ans,20100.0,Prélèvement,1,Non
SEN-1568,57,1 an,27800.0,Carte Bdf,2,Non
SEN-1569,15,Mensuel,24100.0,Orange Money,4,Oui
SEN-1570,71,2 ans,39500.0,Orange Money,1,Non
SEN-1571,68,1 an,9200.0,Orange Money,0,Non
SEN-1572,8,1 an,27200.0,Wave,4,Oui
SEN-1573,31,Mensuel,25500.0,Orange Money,0,Non
SEN-1574,28,1 an,16300.0,Prélèvement,0,Non
SEN-1575,8,Mensuel,37900.0,Carte Bdf,3,Oui
SEN-1576,18,1 an,35100.0,Carte Bdf,2,Non
SEN-1577,15,1 an,34300.0,Orange Money,0,Non
SEN-1578,40,1 an,40000.0,Orange Money,0,Non
SEN-1579,3,Mensuel,33900.0,Orange Money,3,Oui
SEN-1580,14,Mensuel,14300.0,Carte Bdf,2,Non
SEN-1581,35,Mensuel,33200.0,Carte Bdf,0,Non
SEN-1582,14,Mensuel,17300.0,Wave,5,Oui
SEN-1583,15,Mensuel,14700.0,Prélèvement,5,Oui
SEN-1584,14,Mensuel,7900.0,Wave,4,Oui
SEN-1585,66,1 an,34800.0,Prélèvement,1,Non
SEN-1586,17,Mensuel,33400.0,Wave,5,Oui
SEN-1587,12,Mensuel,14400.0,Carte Bdf,4,Oui
SEN-1588,67,Mensuel,35000.0,Wave,0,Non
SEN-1589,35,2 ans,41700.0,Prélèvement,0,Non
SEN-1590,45,2 ans,9300.0,Orange Money,0,Non
SEN-1591,16,Mensuel,14300.0,Prélèvement,4,Oui
SEN-1592,2,Mensuel,35000.0,Orange Money,5,Oui
SEN-1593,8,Mensuel,16000.0,Carte Bdf,3,Oui
SEN-1594,11,1 an,30000.0,Prélèvement,2,Oui
SEN-1595,71,2 ans,8200.0,Wave,1,Non
SEN-1596,71,1 an,23100.0,Prélèvement,2,Non
SEN-1597,8,Mensuel,34600.0,Orange Money,3,Oui
SEN-1598,14,Mensuel,32500.0,Carte Bdf,5,Oui
SEN-1599,15,Mensuel,37600.0,Wave,2,Oui
SEN-1600,30,Mensuel,40100.0,Prélèvement,1,Non
SEN-1601,33,1 an,35900.0,Orange Money,0,Non
SEN-1602,35,2 ans,31900.0,Wave,0,Non
SEN-1603,56,2 ans,6300.0,Carte Bdf,1,Non
SEN-1604,6,Mensuel,26400.0,Wave,3,Oui
SEN-1605,9,Mensuel,6500.0,Carte Bdf,3,Oui
SEN-1606,69,2 ans,37300.0,Wave,1,Non
SEN-1607,49,Mensuel,17800.0,Prélèvement,0,Non
SEN-1608,9,Mensuel,27500.0,Orange Money,3,Oui
SEN-1609,17,Mensuel,16200.0,Prélèvement,4,Oui
SEN-1610,47,2 ans,36300.0,Prélèvement,2,Non
SEN-1611,30,2 ans,40500.0,Carte Bdf,1,Non
SEN-1612,15,Mensuel,20900.0,Carte Bdf,2,Oui
SEN-1613,16,Mensuel,39500.0,Carte Bdf,2,Oui
SEN-1614,1,Mensuel,15700.0,Prélèvement,4,Oui
SEN-1615,10,1 an,26400.0,Wave,3,Oui
SEN-1616,8,1 an,39400.0,Wave,4,Oui
SEN-1617,1,Mensuel,18000.0,Prélèvement,3,Oui
SEN-1618,2,1 an,43200.0,Prélèvement,4,Oui
SEN-1619,44,1 an,9900.0,Orange Money,0,Non
SEN-1620,1,Mensuel,5700.0,Carte Bdf,5,Oui
SEN-1621,63,1 an,41200.0,Carte Bdf,2,Non
SEN-1622,13,Mensuel,7700.0,Prélèvement,5,Oui
SEN-1623,70,2 ans,44700.0,Prélèvement,0,Non
SEN-1624,39,1 an,43100.0,Wave,1,Non
SEN-1625,7,Mensuel,10500.0,Prélèvement,4,Oui
SEN-1626,58,1 an,26500.0,Wave,0,Non
SEN-1627,6,Mensuel,12400.0,Prélèvement,5,Oui
SEN-1628,7,Mensuel,22100.0,Orange Money,3,Oui
SEN-1629,14,1 an,7500.0,Orange Money,5,Oui
SEN-1630,15,Mensuel,14000.0,Wave,4,Oui
SEN-1631,56,2 ans,19500.0,Carte Bdf,0,Non
SEN-1632,44,Mensuel,22500.0,Orange Money,2,Non
SEN-1633,12,Mensuel,44100.0,Wave,5,Oui
SEN-1634,17,Mensuel,37300.0,Prélèvement,3,Oui
SEN-1635,15,Mensuel,34500.0,Prélèvement,2,Non
SEN-1636,31,1 an,26500.0,Wave,1,Non
SEN-1637,3,1 an,38600.0,Carte Bdf,3,Oui
SEN-1638,58,2 ans,18600.0,Wave,1,Non
SEN-1639,9,Mensuel,33400.0,Wave,3,Oui
SEN-1640,26,2 ans,44800.0,Orange Money,1,Non
SEN-1641,17,2 ans,17600.0,Wave,0,Non
SEN-1642,58,2 ans,32000.0,Wave,2,Non
SEN-1643,9,Mensuel,38800.0,Prélèvement,4,Oui
SEN-1644,71,2 ans,41600.0,Orange Money,0,Non
SEN-1645,22,2 ans,33700.0,Prélèvement,0,Non
SEN-1646,8,Mensuel,16300.0,Prélèvement,4,Oui
SEN-1647,15,Mensuel,18100.0,Carte Bdf,2,Oui
SEN-1648,7,Mensuel,5800.0,Carte Bdf,3,Oui
SEN-1649,11,Mensuel,35400.0,Orange Money,5,Oui
SEN-1650,16,2 ans,6700.0,Orange Money,1,Non
SEN-1651,4,1 an,39600.0,Carte Bdf,2,Oui
SEN-1652,6,1 an,9700.0,Carte Bdf,4,Oui
SEN-1653,3,Mensuel,11900.0,Carte Bdf,3,Oui
SEN-1654,9,1 an,24100.0,Carte Bdf,3,Oui
SEN-1655,10,Mensuel,34500.0,Carte Bdf,2,Oui
SEN-1656,14,Mensuel,10600.0,Prélèvement,4,Oui
SEN-1657,11,Mensuel,22600.0,Orange Money,5,Oui
SEN-1658,60,1 an,24300.0,Prélèvement,2,Non
SEN-1659,12,Mensuel,13500.0,Prélèvement,4,Oui
SEN-1660,65,1 an,9600.0,Wave,0,Non
SEN-1661,13,Mensuel,38500.0,Prélèvement,4,Oui
SEN-1662,14,1 an,25100.0,Carte Bdf,2,Oui
SEN-1663,4,Mensuel,5600.0,Carte Bdf,3,Oui
SEN-1664,70,2 ans,37100.0,Wave,0,Non
SEN-1665,56,Mensuel,44200.0,Wave,0,Non
SEN-1666,12,Mensuel,29200.0,Wave,4,Oui
SEN-1667,64,2 ans,25100.0,Wave,2,Non
SEN-1668,30,Mensuel,40100.0,Wave,0,Non
SEN-1669,53,Mensuel,43100.0,Prélèvement,0,Non
SEN-1670,3,Mensuel,35200.0,Wave,2,Oui
SEN-1671,10,Mensuel,22800.0,Prélèvement,2,Oui
SEN-1672,3,Mensuel,28700.0,Orange Money,3,Oui
SEN-1673,15,Mensuel,33000.0,Wave,2,Oui
SEN-1674,16,2 ans,12800.0,Wave,1,Non
SEN-1675,40,1 an,22900.0,Prélèvement,2,Non
SEN-1676,48,Mensuel,38200.0,Orange Money,2,Non
SEN-1677,31,Mensuel,31200.0,Prélèvement,2,Non
SEN-1678,5,Mensuel,21400.0,Prélèvement,5,Oui
SEN-1679,32,2 ans,31500.0,Wave,1,Non
SEN-1680,12,Mensuel,9700.0,Carte Bdf,2,Oui
SEN-1681,17,1 an,21100.0,Carte Bdf,3,Oui
SEN-1682,9,1 an,36700.0,Prélèvement,5,Oui
SEN-1683,17,Mensuel,13800.0,Wave,1,Non
SEN-1684,2,Mensuel,12400.0,Orange Money,2,Oui
SEN-1685,15,Mensuel,43000.0,Carte Bdf,1,Non
SEN-1686,50,1 an,13400.0,Orange Money,1,Non
SEN-1687,15,Mensuel,15400.0,Carte Bdf,5,Oui
SEN-1688,61,2 ans,43800.0,Wave,0,Non
SEN-1689,46,1 an,34400.0,Prélèvement,0,Non
SEN-1690,6,Mensuel,33000.0,Orange Money,2,Oui
SEN-1691,7,Mensuel,39100.0,Orange Money,2,Oui
SEN-1692,10,Mensuel,9600.0,Prélèvement,4,Oui
SEN-1693,12,1 an,33200.0,Orange Money,2,Oui
SEN-1694,3,Mensuel,25100.0,Carte Bdf,2,Oui
SEN-1695,52,2 ans,38200.0,Prélèvement,0,Non
SEN-1696,8,Mensuel,25300.0,Carte Bdf,2,Oui
SEN-1697,57,1 an,29800.0,Carte Bdf,1,Non
SEN-1698,71,1 an,24100.0,Wave,2,Non
SEN-1699,55,2 ans,24100.0,Carte Bdf,1,Non
SEN-1700,8,1 an,35700.0,Wave,5,Oui
SEN-1701,4,Mensuel,30100.0,Orange Money,2,Oui
SEN-1702,16,Mensuel,30300.0,Orange Money,2,Oui
SEN-1703,10,Mensuel,23000.0,Wave,4,Oui
SEN-1704,12,Mensuel,26200.0,Carte Bdf,4,Oui
SEN-1705,36,2 ans,34800.0,Prélèvement,1,Non
SEN-1706,47,Mensuel,38000.0,Prélèvement,1,Non
SEN-1707,32,1 an,32900.0,Wave,2,Non
SEN-1708,5,Mensuel,42000.0,Orange Money,3,Oui
SEN-1709,5,Mensuel,37800.0,Orange Money,3,Oui
SEN-1710,6,Mensuel,27500.0,Prélèvement,4,Oui
SEN-1711,13,Mensuel,31900.0,Wave,2,Oui
SEN-1712,41,2 ans,42100.0,Prélèvement,0,Non
SEN-1713,33,1 an,29800.0,Carte Bdf,1,Non
SEN-1714,39,1 an,38000.0,Carte Bdf,0,Non
SEN-1715,18,1 an,32600.0,Wave,1,Non
SEN-1716,46,1 an,27100.0,Wave,0,Non
SEN-1717,7,1 an,14700.0,Carte Bdf,2,Oui
SEN-1718,6,Mensuel,22000.0,Orange Money,5,Oui
SEN-1719,25,Mensuel,43700.0,Wave,0,Non
SEN-1720,2,Mensuel,31300.0,Carte Bdf,2,Oui
SEN-1721,21,Mensuel,27600.0,Carte Bdf,1,Non
SEN-1722,5,1 an,42300.0,Orange Money,5,Oui
SEN-1723,27,1 an,28500.0,Orange Money,1,Non
SEN-1724,65,2 ans,26000.0,Orange Money,2,Non
SEN-1725,42,Mensuel,35400.0,Orange Money,2,Non
SEN-1726,53,1 an,33500.0,Prélèvement,2,Non
SEN-1727,36,2 ans,12700.0,Orange Money,2,Non
SEN-1728,24,1 an,23900.0,Prélèvement,1,Non
SEN-1729,17,1 an,23900.0,Wave,2,Non
SEN-1730,55,2 ans,20100.0,Carte Bdf,2,Non
SEN-1731,20,Mensuel,25700.0,Prélèvement,2,Non
SEN-1732,3,1 an,21500.0,Wave,5,Oui
SEN-1733,14,Mensuel,13000.0,Wave,5,Oui
SEN-1734,16,Mensuel,21500.0,Prélèvement,2,Oui
SEN-1735,10,Mensuel,7900.0,Wave,2,Oui
SEN-1736,10,Mensuel,28000.0,Wave,3,Oui
SEN-1737,29,1 an,39100.0,Prélèvement,0,Non
SEN-1738,9,Mensuel,34000.0,Wave,2,Oui
SEN-1739,54,2 ans,19400.0,Orange Money,1,Non
SEN-1740,5,Mensuel,8500.0,Orange Money,5,Oui
SEN-1741,8,Mensuel,13100.0,Carte Bdf,5,Oui
SEN-1742,11,Mensuel,26800.0,Wave,3,Oui
SEN-1743,12,Mensuel,13300.0,Carte Bdf,5,Oui
SEN-1744,44,Mensuel,26800.0,Orange Money,0,Non
SEN-1745,11,1 an,14300.0,Orange Money,4,Oui
SEN-1746,5,Mensuel,39000.0,Orange Money,5,Oui
SEN-1747,15,Mensuel,20900.0,Wave,2,Oui
SEN-1748,5,Mensuel,14800.0,Wave,5,Oui
SEN-1749,12,Mensuel,37500.0,Orange Money,3,Oui
SEN-1750,5,Mensuel,18700.0,Carte Bdf,4,Oui
SEN-1751,17,Mensuel,9500.0,Carte Bdf,5,Oui
SEN-1752,17,Mensuel,27800.0,Prélèvement,3,Oui
SEN-1753,31,1 an,28300.0,Orange Money,0,Non
SEN-1754,15,Mensuel,33600.0,Carte Bdf,5,Oui
SEN-1755,15,Mensuel,14600.0,Orange Money,4,Oui
SEN-1756,59,2 ans,22800.0,Carte Bdf,1,Non
SEN-1757,12,1 an,16300.0,Prélèvement,3,Oui
SEN-1758,32,2 ans,8200.0,Prélèvement,2,Non
SEN-1759,53,2 ans,40100.0,Orange Money,1,Non
SEN-1760,37,2 ans,34200.0,Carte Bdf,0,Non
SEN-1761,5,Mensuel,17100.0,Wave,4,Oui
SEN-1762,67,1 an,29000.0,Prélèvement,2,Non
SEN-1763,3,Mensuel,13100.0,Orange Money,3,Oui
SEN-1764,6,Mensuel,40600.0,Orange Money,5,Oui
SEN-1765,5,Mensuel,9600.0,Carte Bdf,2,Oui
SEN-1766,69,1 an,5200.0,Orange Money,1,Non
SEN-1767,1,Mensuel,25100.0,Prélèvement,5,Oui
SEN-1768,17,Mensuel,28300.0,Orange Money,3,Oui
SEN-1769,16,2 ans,28200.0,Orange Money,1,Non
SEN-1770,12,Mensuel,7200.0,Wave,3,Oui
SEN-1771,10,Mensuel,17600.0,Wave,4,Oui
SEN-1772,37,2 ans,25000.0,Prélèvement,0,Non
SEN-1773,2,Mensuel,13700.0,Carte Bdf,3,Oui
SEN-1774,35,1 an,39900.0,Wave,2,Non
SEN-1775,15,Mensuel,8500.0,Carte Bdf,5,Oui
SEN-1776,11,Mensuel,24500.0,Prélèvement,4,Oui
SEN-1777,62,Mensuel,32700.0,Wave,0,Non
SEN-1778,36,Mensuel,15500.0,Carte Bdf,1,Non
SEN-1779,13,Mensuel,30000.0,Wave,5,Oui
SEN-1780,16,Mensuel,38200.0,Prélèvement,3,Oui
SEN-1781,10,Mensuel,12600.0,Prélèvement,3,Oui
SEN-1782,52,2 ans,41700.0,Wave,1,Non
SEN-1783,44,2 ans,27100.0,Carte Bdf,0,Non
SEN-1784,61,Mensuel,17000.0,Orange Money,0,Non
SEN-1785,64,1 an,22200.0,Orange Money,2,Non
SEN-1786,5,Mensuel,17500.0,Wave,4,Oui
SEN-1787,15,Mensuel,34000.0,Carte Bdf,2,Oui
SEN-1788,68,2 ans,36900.0,Orange Money,2,Non
SEN-1789,18,2 ans,38300.0,Prélèvement,0,Non
SEN-1790,1,Mensuel,44400.0,Carte Bdf,2,Oui
SEN-1791,11,Mensuel,36700.0,Orange Money,2,Oui
SEN-1792,10,Mensuel,29100.0,Carte Bdf,4,Oui
SEN-1793,17,Mensuel,18600.0,Wave,2,Oui
SEN-1794,8,Mensuel,26800.0,Carte Bdf,4,Oui
SEN-1795,15,1 an,6600.0,Orange Money,2,Oui
SEN-1796,8,Mensuel,34800.0,Wave,3,Oui
SEN-1797,17,Mensuel,22800.0,Carte Bdf,3,Oui
SEN-1798,12,Mensuel,5800.0,Prélèvement,2,Oui
SEN-1799,8,Mensuel,7500.0,Orange Money,5,Oui
SEN-1800,14,Mensuel,20500.0,Wave,3,Oui
SEN-1801,4,Mensuel,28300.0,Carte Bdf,4,Oui
SEN-1802,1,Mensuel,23600.0,Prélèvement,2,Oui
SEN-1803,1,1 an,29800.0,Orange Money,4,Oui
SEN-1804,45,2 ans,24200.0,Prélèvement,1,Non
SEN-1805,17,1 an,31500.0,Carte Bdf,1,Non
SEN-1806,16,Mensuel,13800.0,Carte Bdf,3,Oui
SEN-1807,17,Mensuel,9500.0,Wave,1,Non
SEN-1808,9,Mensuel,28900.0,Prélèvement,3,Oui
SEN-1809,12,2 ans,24400.0,Wave,0,Non
SEN-1810,6,Mensuel,6100.0,Orange Money,2,Oui
SEN-1811,32,2 ans,20200.0,Wave,1,Non
SEN-1812,1,Mensuel,9200.0,Orange Money,5,Oui
SEN-1813,9,Mensuel,26300.0,Carte Bdf,3,Oui
SEN-1814,16,Mensuel,20800.0,Carte Bdf,2,Oui
SEN-1815,13,Mensuel,29500.0,Prélèvement,2,Oui
SEN-1816,9,Mensuel,37200.0,Orange Money,5,Oui
SEN-1817,13,Mensuel,17000.0,Carte Bdf,2,Oui
SEN-1818,21,Mensuel,43500.0,Prélèvement,2,Non
SEN-1819,11,Mensuel,26400.0,Prélèvement,2,Oui
SEN-1820,27,1 an,29700.0,Wave,1,Non
SEN-1821,2,Mensuel,32200.0,Prélèvement,4,Oui
SEN-1822,6,Mensuel,31700.0,Carte Bdf,3,Oui
SEN-1823,14,Mensuel,25400.0,Wave,4,Oui
SEN-1824,33,Mensuel,22200.0,Orange Money,0,Non
SEN-1825,6,Mensuel,7200.0,Orange Money,2,Oui
SEN-1826,6,Mensuel,5900.0,Carte Bdf,3,Oui
SEN-1827,58,Mensuel,19300.0,Carte Bdf,2,Non
SEN-1828,51,1 an,18300.0,Wave,0,Non
SEN-1829,9,Mensuel,20500.0,Wave,5,Oui
SEN-1830,71,1 an,10500.0,Carte Bdf,0,Non
SEN-1831,11,Mensuel,34500.0,Carte Bdf,3,Oui
SEN-1832,1,Mensuel,39300.0,Orange Money,5,Oui
SEN-1833,46,Mensuel,42500.0,Orange Money,1,Non
SEN-1834,62,Mensuel,24700.0,Orange Money,2,Non
SEN-1835,1,Mensuel,33000.0,Carte Bdf,4,Oui
SEN-1836,12,Mensuel,39200.0,Prélèvement,5,Oui
SEN-1837,7,1 an,21700.0,Carte Bdf,3,Oui
SEN-1838,15,Mensuel,17400.0,Carte Bdf,2,Oui
SEN-1839,1,1 an,42500.0,Orange Money,2,Oui
SEN-1840,17,Mensuel,25600.0,Carte Bdf,3,Oui
SEN-1841,17,1 an,24900.0,Wave,4,Oui
SEN-1842,3,Mensuel,12100.0,Carte Bdf,2,Oui
SEN-1843,63,1 an,9300.0,Carte Bdf,0,Non
SEN-1844,6,Mensuel,38700.0,Carte Bdf,4,Oui
SEN-1845,11,Mensuel,29600.0,Carte Bdf,5,Oui
SEN-1846,3,Mensuel,18000.0,Prélèvement,4,Oui
SEN-1847,51,1 an,12700.0,Carte Bdf,2,Non
SEN-1848,14,Mensuel,27200.0,Wave,5,Oui
SEN-1849,26,2 ans,28400.0,Wave,0,Non
SEN-1850,33,1 an,13300.0,Carte Bdf,0,Non
SEN-1851,2,1 an,39100.0,Orange Money,5,Oui
SEN-1852,14,1 an,8400.0,Prélèvement,4,Oui
SEN-1853,25,1 an,19200.0,Carte Bdf,1,Non
SEN-1854,38,Mensuel,32200.0,Carte Bdf,1,Non
SEN-1855,52,Mensuel,16000.0,Carte Bdf,0,Non
SEN-1856,16,Mensuel,38100.0,Orange Money,4,Oui
SEN-1857,69,1 an,34600.0,Orange Money,0,Non
SEN-1858,39,1 an,36600.0,Orange Money,1,Non
SEN-1859,12,Mensuel,9800.0,Prélèvement,2,Oui
SEN-1860,60,1 an,10600.0,Wave,2,Non
SEN-1861,13,2 ans,16500.0,Prélèvement,1,Non
SEN-1862,36,1 an,25700.0,Orange Money,2,Non
SEN-1863,5,1 an,34900.0,Wave,5,Oui
SEN-1864,14,1 an,38500.0,Wave,1,Non
SEN-1865,12,Mensuel,33200.0,Orange Money,5,Oui
SEN-1866,55,Mensuel,42100.0,Orange Money,0,Non
SEN-1867,44,2 ans,34500.0,Prélèvement,0,Non
SEN-1868,53,2 ans,17300.0,Orange Money,0,Non
SEN-1869,63,2 ans,15600.0,Wave,1,Non
SEN-1870,6,Mensuel,32800.0,Carte Bdf,2,Oui
SEN-1871,17,1 an,12700.0,Orange Money,2,Non
SEN-1872,12,Mensuel,8700.0,Orange Money,3,Oui
SEN-1873,11,1 an,26300.0,Prélèvement,4,Oui
SEN-1874,13,Mensuel,37900.0,Prélèvement,5,Oui
SEN-1875,11,Mensuel,9100.0,Orange Money,3,Oui
SEN-1876,70,Mensuel,36700.0,Wave,0,Non
SEN-1877,15,Mensuel,37500.0,Wave,2,Oui
SEN-1878,54,2 ans,24300.0,Carte Bdf,0,Non
SEN-1879,30,Mensuel,7300.0,Orange Money,2,Non
SEN-1880,16,1 an,12000.0,Prélèvement,0,Non
SEN-1881,62,1 an,33300.0,Wave,1,Non
SEN-1882,22,Mensuel,33500.0,Carte Bdf,0,Non
SEN-1883,67,Mensuel,40900.0,Orange Money,1,Non
SEN-1884,2,Mensuel,28300.0,Wave,4,Oui
SEN-1885,21,2 ans,10000.0,Orange Money,0,Non
SEN-1886,4,1 an,9900.0,Orange Money,2,Oui
SEN-1887,35,2 ans,33800.0,Wave,2,Non
SEN-1888,14,Mensuel,12400.0,Wave,2,Oui
SEN-1889,39,2 ans,18100.0,Wave,0,Non
SEN-1890,3,Mensuel,24500.0,Orange Money,3,Oui
SEN-1891,8,Mensuel,6000.0,Orange Money,3,Oui
SEN-1892,16,Mensuel,15000.0,Carte Bdf,4,Oui
SEN-1893,32,2 ans,21300.0,Prélèvement,1,Non
SEN-1894,4,Mensuel,16200.0,Orange Money,4,Oui
SEN-1895,66,2 ans,10500.0,Prélèvement,2,Non
SEN-1896,17,Mensuel,34100.0,Wave,4,Oui
SEN-1897,58,1 an,37500.0,Orange Money,2,Non
